antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'Bastille'}),frozenset({'St. Vincent'}),0.023133543638275498,0.014195583596214511,0.006309148264984227,0.27272727272727276,19.212121212121215,1.0,0.005980754112390411,1.355481072555205,0.9703982777179763,0.2033898305084746,0.26225454545454546,0.35858585858585856
frozenset({'Bastille'}),frozenset({'Pharrell Williams'}),0.023133543638275498,0.014195583596214511,0.006309148264984227,0.27272727272727276,19.212121212121215,1.0,0.005980754112390411,1.355481072555205,0.9703982777179763,0.2033898305084746,0.26225454545454546,0.35858585858585856
frozenset({'Radiohead'}),frozenset({'Foo Fighters'}),0.017350157728706624,0.015772870662460567,0.005257623554153523,0.30303030303030304,19.212121212121215,1.0,0.004983961760325343,1.4121519681799477,0.9646869983948636,0.18867924528301888,0.29186091686091686,0.31818181818181823
frozenset({'Foo Fighters'}),frozenset({'Radiohead'}),0.015772870662460567,0.017350157728706624,0.005257623554153523,0.33333333333333337,19.212121212121215,1.0,0.004983961760325343,1.4739747634069402,0.9631410256410257,0.18867924528301888,0.3215623327982879,0.31818181818181823
frozenset({'Pharrell Williams'}),frozenset({'Bastille'}),0.014195583596214511,0.023133543638275498,0.006309148264984227,0.4444444444444444,19.21212121212121,1.0,0.005980754112390411,1.7583596214511041,0.9616,0.2033898305084746,0.4312881234302116,0.35858585858585856
frozenset({'St. Vincent'}),frozenset({'Bastille'}),0.014195583596214511,0.023133543638275498,0.006309148264984227,0.4444444444444444,19.21212121212121,1.0,0.005980754112390411,1.7583596214511041,0.9616,0.2033898305084746,0.4312881234302116,0.35858585858585856
frozenset({'Coldplay'}),"frozenset({'Lorde', 'Arctic Monkeys'})",0.03838065194532071,0.007886435331230283,0.0057833859095688745,0.1506849315068493,19.106849315068494,1.0,0.0054806993800316445,1.1681337132390353,0.9854863561807246,0.14285714285714285,0.14393361935666527,0.4420091324200913
frozenset({'Coldplay'}),"frozenset({'Everything But The Girl', 'Bastille'})",0.03838065194532071,0.007886435331230283,0.0057833859095688745,0.1506849315068493,19.106849315068494,1.0,0.0054806993800316445,1.1681337132390353,0.9854863561807246,0.14285714285714285,0.14393361935666527,0.4420091324200913
"frozenset({'Everything But The Girl', 'Bastille'})",frozenset({'Coldplay'}),0.007886435331230283,0.03838065194532071,0.0057833859095688745,0.7333333333333333,19.106849315068494,1.0,0.0054806993800316445,3.6060725552050465,0.9551958375487786,0.14285714285714285,0.7226899945325314,0.4420091324200913
"frozenset({'Lorde', 'Arctic Monkeys'})",frozenset({'Coldplay'}),0.007886435331230283,0.03838065194532071,0.0057833859095688745,0.7333333333333333,19.106849315068494,1.0,0.0054806993800316445,3.6060725552050465,0.9551958375487786,0.14285714285714285,0.7226899945325314,0.4420091324200913
frozenset({'Muse'}),frozenset({'Blur'}),0.019453207150368034,0.014195583596214511,0.005257623554153523,0.2702702702702703,19.03903903903904,1.0,0.004981473925835996,1.3509171632200023,0.9662734584450402,0.1851851851851852,0.25976216216216214,0.3203203203203203
frozenset({'Blur'}),frozenset({'Muse'}),0.014195583596214511,0.019453207150368034,0.005257623554153523,0.3703703703703704,19.03903903903904,1.0,0.004981473925835996,1.557339023937651,0.9611200000000001,0.1851851851851852,0.3578790586833483,0.3203203203203203
frozenset({'The Cure'}),frozenset({'Muse'}),0.014195583596214511,0.019453207150368034,0.005257623554153523,0.3703703703703704,19.03903903903904,1.0,0.004981473925835996,1.557339023937651,0.9611200000000001,0.1851851851851852,0.3578790586833483,0.3203203203203203
frozenset({'Muse'}),frozenset({'The Cure'}),0.019453207150368034,0.014195583596214511,0.005257623554153523,0.2702702702702703,19.03903903903904,1.0,0.004981473925835996,1.3509171632200023,0.9662734584450402,0.1851851851851852,0.25976216216216214,0.3203203203203203
"frozenset({'JAY Z', 'Kanye West'})",frozenset({'Beyoncé'}),0.013144058885383806,0.02103049421661409,0.005257623554153523,0.4,19.02,1.0,0.004981197499781624,1.63161584297231,0.960042621204049,0.18181818181818182,0.38711063372717514,0.325
frozenset({'Calvin Harris'}),frozenset({'Avicii'}),0.026288117770767613,0.022082018927444796,0.011041009463722398,0.42000000000000004,19.02,1.0,0.01046051474954141,1.686065484607854,0.9730021598272137,0.29577464788732394,0.40690322580645166,0.46
frozenset({'Kanye West'}),"frozenset({'Rihanna', 'Beyoncé'})",0.026288117770767613,0.010515247108307046,0.005257623554153523,0.2,19.02,1.0,0.004981197499781624,1.236855941114616,0.9730021598272138,0.16666666666666669,0.19149840595111586,0.35
frozenset({'Beyoncé'}),"frozenset({'JAY Z', 'Kanye West'})",0.02103049421661409,0.013144058885383806,0.005257623554153523,0.25,19.02,1.0,0.004981197499781624,1.3158079214861549,0.9677765843179378,0.18181818181818182,0.24001065530101226,0.325
